"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","36","8","1","33.058029","0","198"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","1","1","8.218309","0","36"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","12","3","1","9.097029","0","35"
"/ControlRig/M_Manip.M_Manip","0","12","5","1","8.713946","0","31"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","9","1","1","10.702711","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","7","2","1","6.658195","0","23"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","9","9","1","10.704350","0","12"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","105","5","1","71.923653","0","2632"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","101","8","1","71.299698","0","2095"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","57","4","1","155.077545","0","350"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","13","4","1","7.255199","0","47"
"Globals","49","6060","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","1","1","7.280849","0","30"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","9","2","1","9.123798","0","48"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","21","1","1","19.511398","0","253"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","8","1","1","6.899679","0","43"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","8","1","1","7.245108","0","41"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","9","1","1","6.920471","0","53"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","10","1","1","8.748763","0","64"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","1","1","6.846667","0","34"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","12","3","1","9.364956","0","84"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","73","2","1","52.486057","0","2524"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","111","1","1","84.500984","0","6406"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","73","2","1","59.332520","0","2639"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","15","6","1","13.226552","0","114"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","1","1","7.473042","0","43"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","32","1","1","29.783714","0","530"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","18","1","1","17.089251","0","171"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","3","1","7.338418","0","29"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","7.039899","0","11"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","150","1","1","96.552834","0","10262"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","111","1","1","111.877113","0","5701"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","7","1","1","6.046259","0","34"
"/Game/Material/M_CheckPoint.M_CheckPoint","49","18","1","1","15.797158","0","188"
"/Game/Material/M_ThroughCheckPoint.M_ThroughCheckPoint","49","18","1","1","15.352217","0","188"
"/Game/Material/Gold.Gold","49","18","1","1","15.433484","0","155"
"/Game/Material/M_Black.M_Black","49","18","1","1","15.325852","0","188"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","42","1","1","38.991486","0","879"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","30","1","1","24.575220","0","431"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","65","1","1","70.652855","0","1955"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","65","8","1","72.709412","0","1972"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","65","1","1","75.679405","0","2097"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","36","1","1","33.226288","0","620"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","10","1","1","8.665392","0","55"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","12","1","1","9.431138","0","86"
"/ControlRig/M_Manip.M_Manip","49","12","2","1","10.022068","0","87"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","60","3","2","48.615250","0","1030"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","9","1","1","7.410617","0","53"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","1","1","6.786977","0","34"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","9","1","1","10.184460","0","53"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","76","7","6","60.532822","0","681"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","111","8","1","80.490028","0","5635"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","57","2","1","56.422611","0","1391"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","13","1","1","9.763525","0","94"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","101","1","1","71.712860","0","2443"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","164","1","1","125.850082","0","5936"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1004","2","1","684.684753","0","145762"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","34","1","1","24.449131","0","422"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","9","1","1","6.166887","0","53"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","150","1","1","96.065208","0","7087"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","9","1","1","6.383681","0","53"
"/USDImporter/Materials/DisplayColorAndOpacity.DisplayColorAndOpacity","49","190","2","2","158.009644","0","6132"
"/USDImporter/Materials/DisplayColor.DisplayColor","49","142","2","2","120.432152","0","3923"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","18","1","1","15.472139","0","188"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","7","1","1","6.314235","0","34"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","30","1","1","28.997622","0","439"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","68","1","1","65.239189","0","1932"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","100","1","1","109.267014","0","3387"
"/USDImporter/Materials/UsdPreviewSurfaceVT.UsdPreviewSurfaceVT","49","166","2","2","147.328293","0","5225"
"/USDImporter/Materials/UsdPreviewSurface.UsdPreviewSurface","49","166","2","2","148.905472","0","5945"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","18","1","1","17.122417","0","188"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","19","1","1","19.805605","0","172"
"/Interchange/gltf/M_Unlit.M_Unlit","49","42","3","2","30.331810","0","480"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","28","1","1","79.986526","0","433"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","18","1","1","19.174458","0","188"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","18","1","1","17.917845","0","171"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","18","1","1","17.962849","0","177"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","18","1","1","18.498751","0","188"
"/Interchange/gltf/M_Transmission.M_Transmission","49","124","4","4","361.336121","0","1703"
"/Interchange/gltf/M_Sheen.M_Sheen","49","136","4","4","119.398232","0","2155"
"/Interchange/gltf/M_Translucent.M_Translucent","49","232","8","8","613.178040","0","3132"
"/Interchange/gltf/M_Opaque.M_Opaque","49","272","11","8","217.276749","0","3551"
